Level,X,Y,height
0,172,128,10
0,172,128,11
0,172,129,0
0,172,129,1
0,172,129,2
0,172,129,3
0,172,129,4
0,172,129,5
0,172,129,6
0,172,129,7
0,172,129,8
0,172,129,9
0,172,129,10
0,172,129,11
0,172,130,0
0,172,130,1
0,172,130,2
0,172,130,3
0,172,130,4
0,172,130,5
0,172,130,6
0,172,130,7
0,172,130,8
0,172,130,9
0,172,130,10
0,172,130,11
0,172,131,0
0,172,131,1
0,172,131,2
0,172,131,3
0,172,131,4
0,172,131,5
0,172,131,6
0,172,131,7
0,172,131,8
0,172,131,9
0,172,131,10
0,172,131,11
0,172,132,0
0,172,132,1
0,172,132,2
0,172,132,3
0,172,132,4
0,172,132,5
0,172,132,6
0,172,132,7
0,172,132,8
0,172,132,9
0,172,132,10
0,172,132,11
0,172,133,0
0,172,133,1
0,172,133,2
0,172,133,3
0,172,133,4
0,172,133,5
0,172,133,6
0,172,133,7
0,172,133,8
0,172,133,9
0,172,133,10
0,172,133,11
0,172,134,0
0,172,134,1
0,172,134,2
0,172,134,3
0,172,134,4
0,172,134,5
0,172,134,6
0,172,134,7
0,172,134,8
0,172,134,9
0,172,134,10
0,172,134,11
0,172,135,0
0,172,135,1
0,172,135,2
0,172,135,3
0,172,135,4
0,172,135,5
0,172,135,6
0,172,135,7
0,172,135,8
0,172,135,9
0,172,135,10
0,172,135,11
0,172,136,0
0,172,136,1
0,172,136,2
0,172,136,3
0,172,136,4
0,172,136,5
0,172,136,6
0,172,136,7
0,172,136,8
0,172,136,9
0,172,136,10
0,172,136,11
0,172,137,0
0,172,137,1
0,172,137,2
0,172,137,3
0,172,137,4
0,172,137,5
0,172,137,6
0,172,137,7
0,172,137,8
0,172,137,9
0,172,137,10
0,172,137,11
0,172,138,0
0,172,138,1
0,172,138,2
0,172,138,3
0,172,138,4
0,172,138,5
0,172,138,6
0,172,138,7
0,172,138,8
0,172,138,9
0,172,138,10
0,172,138,11
0,172,139,0
0,172,139,1
0,172,139,2
0,172,139,3
0,172,139,4
0,172,139,5
0,172,139,6
0,172,139,7
0,172,139,8
0,172,139,9
0,172,139,10
0,172,139,11
0,172,140,0
0,172,140,1
0,172,140,2
0,172,140,3
0,172,140,4
0,172,140,5
0,172,140,6
0,172,140,7
0,172,140,8
0,172,140,9
0,172,140,10
0,172,140,11
0,172,141,0
0,172,141,1
0,172,141,2
0,172,141,3
0,172,141,4
0,172,141,5
0,172,141,6
0,172,141,7
0,172,141,8
0,172,141,9
0,172,141,10
0,172,141,11
0,172,142,0
0,172,142,1
0,172,142,2
0,172,142,3
0,172,142,4
0,172,142,5
0,172,142,6
0,172,142,7
0,172,142,8
0,172,142,9
0,172,142,10
0,172,142,11
0,172,143,0
0,172,143,1
0,172,143,2
0,172,143,3
0,172,143,4
0,172,143,5
0,172,143,6
0,172,143,7
0,172,143,8
0,172,143,9
0,172,143,10
0,172,143,11
0,172,144,0
0,172,144,1
0,172,144,2
0,172,144,3
0,172,144,4
0,172,144,5
0,172,144,6
0,172,144,7
0,172,144,8
0,172,144,9
0,172,144,10
0,172,144,11
0,172,145,0
0,172,145,1
0,172,145,2
0,172,145,3
0,172,145,4
0,172,145,5
0,172,145,6
0,172,145,7
0,172,145,8
0,172,145,9
0,172,145,10
0,172,145,11
0,172,146,0
0,172,146,1
0,172,146,2
0,172,146,3
0,172,146,4
0,172,146,5
0,172,146,6
0,172,146,7
0,172,146,8
0,172,146,9
0,172,146,10
0,172,146,11
0,172,147,0
0,172,147,1
0,172,147,2
0,172,147,3
0,172,147,4
0,172,147,5
0,172,147,6
0,172,147,7
0,172,147,8
0,172,147,9
0,172,147,10
0,172,147,11
0,172,148,0
0,172,148,1
0,172,148,2
0,172,148,3
0,172,148,4
0,172,148,5
0,172,148,6
0,172,148,7
0,172,148,8
0,172,148,9
0,172,148,10
0,172,148,11
0,172,149,0
0,172,149,1
0,172,149,2
0,172,149,3
0,172,149,4
0,172,149,5
0,172,149,6
0,172,149,7
0,172,149,8
0,172,149,9
0,172,149,10
0,172,149,11
0,173,112,0
0,173,112,1
0,173,112,2
0,173,112,3
0,173,112,4
0,173,112,5
0,173,112,6
0,173,112,7
0,173,112,8
0,173,112,9
0,173,112,10
0,173,112,11
0,173,113,0
0,173,113,1
0,173,113,2
0,173,113,3
0,173,113,4
0,173,113,5
0,173,113,6
0,173,113,7
0,173,113,8
0,173,113,9
0,173,113,10
0,173,113,11
0,173,114,0
0,173,114,1
0,173,114,2
0,173,114,3
0,173,114,4
0,173,114,5
0,173,114,6
0,173,114,7
0,173,114,8
0,173,114,9
0,173,114,10
0,173,114,11
0,173,115,0
0,173,115,1
0,173,115,2
0,173,115,3
0,173,115,4
0,173,115,5
0,173,115,6
0,173,115,7
0,173,115,8
0,173,115,9
0,173,115,10
0,173,115,11
0,173,116,0
0,173,116,1
0,173,116,2
0,173,116,3
0,173,116,4
0,173,116,5
0,173,116,6
0,173,116,7
0,173,116,8
0,173,116,9
0,173,116,10
0,173,116,11
0,173,117,0
0,173,117,1
0,173,117,2
0,173,117,3
0,173,117,4
0,173,117,5
0,173,117,6
0,173,117,7
0,173,117,8
0,173,117,9
0,173,117,10
0,173,117,11
0,173,118,0
0,173,118,1
0,173,118,2
0,173,118,3
0,173,118,4
0,173,118,5
0,173,118,6
0,173,118,7
0,173,118,8
0,173,118,9
0,173,118,10
0,173,118,11
0,173,119,0
0,173,119,1
0,173,119,2
0,173,119,3
0,173,119,4
0,173,119,5
0,173,119,6
0,173,119,7
0,173,119,8
0,173,119,9
0,173,119,10
0,173,119,11
0,173,120,0
0,173,120,1
0,173,120,2
0,173,120,3
0,173,120,4
0,173,120,5
0,173,120,6
0,173,120,7
0,173,120,8
0,173,120,9
0,173,120,10
0,173,120,11
0,173,121,0
0,173,121,1
0,173,121,2
0,173,121,3
0,173,121,4
0,173,121,5
0,173,121,6
0,173,121,7
0,173,121,8
0,173,121,9
0,173,121,10
0,173,121,11
0,173,122,0
0,173,122,1
0,173,122,2
0,173,122,3
0,173,122,4
0,173,122,5
0,173,122,6
0,173,122,7
0,173,122,8
0,173,122,9
0,173,122,10
0,173,122,11
0,173,123,0
0,173,123,1
0,173,123,2
0,173,123,3
0,173,123,4
0,173,123,5
0,173,123,6
0,173,123,7
0,173,123,8
0,173,123,9
0,173,123,10
0,173,123,11
0,173,124,0
0,173,124,1
0,173,124,2
0,173,124,3
0,173,124,4
0,173,124,5
0,173,124,6
0,173,124,7
0,173,124,8
0,173,124,9
0,173,124,10
0,173,124,11
0,173,125,0
0,173,125,1
0,173,125,2
0,173,125,3
0,173,125,4
0,173,125,5
0,173,125,6
0,173,125,7
0,173,125,8
0,173,125,9
0,173,125,10
0,173,125,11
0,173,126,0
0,173,126,1
0,173,126,2
0,173,126,3
0,173,126,4
0,173,126,5
0,173,126,6
0,173,126,7
0,173,126,8
0,173,126,9
0,173,126,10
0,173,126,11
0,173,127,0
0,173,127,1
0,173,127,2
0,173,127,3
0,173,127,4
0,173,127,5
0,173,127,6
0,173,127,7
0,173,127,8
0,173,127,9
0,173,127,10
0,173,127,11
0,173,128,0
0,173,128,1
0,173,128,2
0,173,128,3
0,173,128,4
0,173,128,5
0,173,128,6
0,173,128,7
0,173,128,8
0,173,128,9
0,173,128,10
0,173,128,11
0,173,129,0
0,173,129,1
0,173,129,2
0,173,129,3
0,173,129,4
0,173,129,5
0,173,129,6
0,173,129,7
0,173,129,8
0,173,129,9
0,173,129,10
0,173,129,11
0,173,130,0
0,173,130,1
0,173,130,2
0,173,130,3
0,173,130,4
0,173,130,5
0,173,130,6
0,173,130,7
0,173,130,8
0,173,130,9
0,173,130,10
0,173,130,11
0,173,131,0
0,173,131,1
0,173,131,2
0,173,131,3
0,173,131,4
0,173,131,5
0,173,131,6
0,173,131,7
0,173,131,8
0,173,131,9
0,173,131,10
0,173,131,11
0,173,132,0
0,173,132,1
0,173,132,2
0,173,132,3
0,173,132,4
0,173,132,5
0,173,132,6
0,173,132,7
0,173,132,8
0,173,132,9
0,173,132,10
0,173,132,11
0,173,133,0
0,173,133,1
0,173,133,2
0,173,133,3
0,173,133,4
0,173,133,5
0,173,133,6
0,173,133,7
0,173,133,8
0,173,133,9
0,173,133,10
0,173,133,11
0,173,134,0
0,173,134,1
0,173,134,2
0,173,134,3
0,173,134,4
0,173,134,5
0,173,134,6
0,173,134,7
0,173,134,8
0,173,134,9
0,173,134,10
0,173,134,11
0,173,135,0
0,173,135,1
0,173,135,2
0,173,135,3
0,173,135,4
0,173,135,5
0,173,135,6
0,173,135,7
0,173,135,8
0,173,135,9
0,173,135,10
0,173,135,11
0,173,136,0
0,173,136,1
0,173,136,2
0,173,136,3
0,173,136,4
0,173,136,5
0,173,136,6
0,173,136,7
0,173,136,8
0,173,136,9
0,173,136,10
0,173,136,11
0,173,137,0
0,173,137,1
0,173,137,2
0,173,137,3
0,173,137,4
0,173,137,5
0,173,137,6
0,173,137,7
0,173,137,8
0,173,137,9
0,173,137,10
0,173,137,11
0,173,138,0
0,173,138,1
0,173,138,2
0,173,138,3
0,173,138,4
0,173,138,5
0,173,138,6
0,173,138,7
0,173,138,8
0,173,138,9
0,173,138,10
0,173,138,11
0,173,139,0
0,173,139,1
0,173,139,2
0,173,139,3
0,173,139,4
0,173,139,5
0,173,139,6
0,173,139,7
0,173,139,8
0,173,139,9
0,173,139,10
0,173,139,11
0,173,140,0
0,173,140,1
0,173,140,2
0,173,140,3
0,173,140,4
0,173,140,5
0,173,140,6
0,173,140,7
0,173,140,8
0,173,140,9
0,173,140,10
0,173,140,11
0,173,141,0
0,173,141,1
0,173,141,2
0,173,141,3
0,173,141,4
0,173,141,5
0,173,141,6
0,173,141,7
0,173,141,8
0,173,141,9
0,173,141,10
0,173,141,11
0,173,142,0
0,173,142,1
0,173,142,2
0,173,142,3
0,173,142,4
0,173,142,5
0,173,142,6
0,173,142,7
0,173,142,8
0,173,142,9
0,173,142,10
0,173,142,11
0,173,143,0
0,173,143,1
0,173,143,2
0,173,143,3
0,173,143,4
0,173,143,5
0,173,143,6
0,173,143,7
0,173,143,8
0,173,143,9
0,173,143,10
0,173,143,11
0,173,144,0
0,173,144,1
0,173,144,2
0,173,144,3
0,173,144,4
0,173,144,5
0,173,144,6
0,173,144,7
0,173,144,8
0,173,144,9
0,173,144,10
0,173,144,11
0,173,145,0
0,173,145,1
0,173,145,2
0,173,145,3
0,173,145,4
0,173,145,5
0,173,145,6
0,173,145,7
0,173,145,8
0,173,145,9
0,173,145,10
0,173,145,11
0,173,146,0
0,173,146,1
0,173,146,2
0,173,146,3
0,173,146,4
0,173,146,5
0,173,146,6
0,173,146,7
0,173,146,8
0,173,146,9
0,173,146,10
0,173,146,11
0,173,147,0
0,173,147,1
0,173,147,2
0,173,147,3
0,173,147,4
0,173,147,5
0,173,147,6
0,173,147,7
0,173,147,8
0,173,147,9
0,173,147,10
0,173,147,11
0,173,148,0
0,173,148,1
0,173,148,2
0,173,148,3
0,173,148,4
0,173,148,5
0,173,148,6
0,173,148,7
0,173,148,8
0,173,148,9
0,173,148,10
0,173,148,11
0,173,149,0
0,173,149,1
0,173,149,2
0,173,149,3
0,173,149,4
0,173,149,5
0,173,149,6
0,173,149,7
0,173,149,8
0,173,149,9
0,173,149,10
0,173,149,11
0,174,112,0
0,174,112,1
0,174,112,2
0,174,112,3
0,174,112,4
0,174,112,5
0,174,112,6
0,174,112,7
0,174,112,8
0,174,112,9
0,174,112,10
0,174,112,11
0,174,113,0
0,174,113,1
0,174,113,2
0,174,113,3
0,174,113,4
0,174,113,5
0,174,113,6
0,174,113,7
0,174,113,8
0,174,113,9
0,174,113,10
0,174,113,11
0,174,114,0
0,174,114,1
0,174,114,2
0,174,114,3
0,174,114,4
0,174,114,5
0,174,114,6
0,174,114,7
0,174,114,8
0,174,114,9
0,174,114,10
0,174,114,11
0,174,115,0
0,174,115,1
0,174,115,2
0,174,115,3
0,174,115,4
0,174,115,5
0,174,115,6
0,174,115,7
0,174,115,8
0,174,115,9
0,174,115,10
0,174,115,11
0,174,116,0
0,174,116,1
0,174,116,2
0,174,116,3
0,174,116,4
0,174,116,5
0,174,116,6
0,174,116,7
0,174,116,8
0,174,116,9
0,174,116,10
0,174,116,11
0,174,117,0
0,174,117,1
0,174,117,2
0,174,117,3
0,174,117,4
0,174,117,5
0,174,117,6
0,174,117,7
0,174,117,8
0,174,117,9
0,174,117,10
0,174,117,11
0,174,118,0
0,174,118,1
0,174,118,2
0,174,118,3
0,174,118,4
0,174,118,5
0,174,118,6
0,174,118,7
0,174,118,8
0,174,118,9
0,174,118,10
0,174,118,11
0,174,119,0
0,174,119,1
0,174,119,2
0,174,119,3
0,174,119,4
0,174,119,5
0,174,119,6
0,174,119,7
0,174,119,8
0,174,119,9
0,174,119,10
0,174,119,11
0,174,120,0
0,174,120,1
0,174,120,2
0,174,120,3
0,174,120,4
0,174,120,5
0,174,120,6
0,174,120,7
0,174,120,8
0,174,120,9
0,174,120,10
0,174,120,11
0,174,121,0
0,174,121,1
0,174,121,2
0,174,121,3
0,174,121,4
0,174,121,5
0,174,121,6
0,174,121,7
0,174,121,8
0,174,121,9
0,174,121,10
0,174,121,11
0,174,122,0
0,174,122,1
0,174,122,2
0,174,122,3
0,174,122,4
0,174,122,5
0,174,122,6
0,174,122,7
0,174,122,8
0,174,122,9
0,174,122,10
0,174,122,11
0,174,123,0
0,174,123,1
0,174,123,2
0,174,123,3
0,174,123,4
0,174,123,5
0,174,123,6
0,174,123,7
0,174,123,8
0,174,123,9
0,174,123,10
0,174,123,11
0,174,124,0
0,174,124,1
0,174,124,2
0,174,124,3
0,174,124,4
0,174,124,5
0,174,124,6
0,174,124,7
0,174,124,8
0,174,124,9
0,174,124,10
0,174,124,11
0,174,125,0
0,174,125,1
0,174,125,2
0,174,125,3
0,174,125,4
0,174,125,5
0,174,125,6
0,174,125,7
0,174,125,8
0,174,125,9
0,174,125,10
0,174,125,11
0,174,126,0
0,174,126,1
0,174,126,2
0,174,126,3
0,174,126,4
0,174,126,5
0,174,126,6
0,174,126,7
0,174,126,8
0,174,126,9
0,174,126,10
0,174,126,11
0,174,127,0
0,174,127,1
0,174,127,2
0,174,127,3
0,174,127,4
0,174,127,5
0,174,127,6
0,174,127,7
0,174,127,8
0,174,127,9
0,174,127,10
0,174,127,11
0,174,128,0
0,174,128,1
0,174,128,2
0,174,128,3
0,174,128,4
0,174,128,5
0,174,128,6
0,174,128,7
0,174,128,8
0,174,128,9
0,174,128,10
0,174,128,11
0,174,129,0
0,174,129,1
0,174,129,2
0,174,129,3
0,174,129,4
0,174,129,5
0,174,129,6
0,174,129,7
0,174,129,8
0,174,129,9
0,174,129,10
0,174,129,11
0,174,130,0
0,174,130,1
0,174,130,2
0,174,130,3
0,174,130,4
0,174,130,5
0,174,130,6
0,174,130,7
0,174,130,8
0,174,130,9
0,174,130,10
0,174,130,11
0,174,131,0
0,174,131,1
0,174,131,2
0,174,131,3
0,174,131,4
0,174,131,5
0,174,131,6
0,174,131,7
0,174,131,8
0,174,131,9
0,174,131,10
0,174,131,11
0,174,132,0
0,174,132,1
0,174,132,2
0,174,132,3
0,174,132,4
0,174,132,5
0,174,132,6
0,174,132,7
0,174,132,8
0,174,132,9
0,174,132,10
0,174,132,11
0,174,133,0
0,174,133,1
0,174,133,2
0,174,133,3
0,174,133,4
0,174,133,5
0,174,133,6
0,174,133,7
0,174,133,8
0,174,133,9
0,174,133,10
0,174,133,11
0,174,134,0
0,174,134,1
0,174,134,2
0,174,134,3
0,174,134,4
0,174,134,5
0,174,134,6
0,174,134,7
0,174,134,8
0,174,134,9
0,174,134,10
0,174,134,11
0,174,135,0
0,174,135,1
0,174,135,2
0,174,135,3
0,174,135,4
0,174,135,5
0,174,135,6
0,174,135,7
0,174,135,8
0,174,135,9
0,174,135,10
0,174,135,11
0,174,136,0
0,174,136,1
0,174,136,2
0,174,136,3
0,174,136,4
0,174,136,5
0,174,136,6
0,174,136,7
0,174,136,8
0,174,136,9
0,174,136,10
0,174,136,11
0,174,137,0
0,174,137,1
0,174,137,2
0,174,137,3
0,174,137,4
0,174,137,5
0,174,137,6
0,174,137,7
0,174,137,8
0,174,137,9
0,174,137,10
0,174,137,11
0,174,138,0
0,174,138,1
0,174,138,2
0,174,138,3
0,174,138,4
0,174,138,5
0,174,138,6
0,174,138,7
0,174,138,8
0,174,138,9
0,174,138,10
0,174,138,11
0,174,139,0
0,174,139,1
0,174,139,2
0,174,139,3
0,174,139,4
0,174,139,5
0,174,139,6
0,174,139,7
0,174,139,8
0,174,139,9
0,174,139,10
0,174,139,11
0,174,140,0
0,174,140,1
0,174,140,2
0,174,140,3
0,174,140,4
0,174,140,5
0,174,140,6
0,174,140,7
0,174,140,8
0,174,140,9
0,174,140,10
0,174,140,11
0,174,141,0
0,174,141,1
0,174,141,2
0,174,141,3
0,174,141,4
0,174,141,5
0,174,141,6
0,174,141,7
0,174,141,8
0,174,141,9
0,174,141,10
0,174,141,11
0,174,142,0
0,174,142,1
0,174,142,2
0,174,142,3
0,174,142,4
0,174,142,5
0,174,142,6
0,174,142,7
0,174,142,8
0,174,142,9
0,174,142,10
0,174,142,11
0,174,143,0
0,174,143,1
0,174,143,2
0,174,143,3
0,174,143,4
0,174,143,5
0,174,143,6
0,174,143,7
0,174,143,8
0,174,143,9
0,174,143,10
0,174,143,11
0,174,144,0
0,174,144,1
0,174,144,2
0,174,144,3
0,174,144,4
0,174,144,5
0,174,144,6
0,174,144,7
0,174,144,8
0,174,144,9
0,174,144,10
0,174,144,11
0,174,145,0
0,174,145,1
0,174,145,2
0,174,145,3
0,174,145,4
0,174,145,5
0,174,145,6
0,174,145,7
0,174,145,8
0,174,145,9
0,174,145,10
0,174,145,11
0,174,146,0
0,174,146,1
0,174,146,2
0,174,146,3
0,174,146,4
0,174,146,5
0,174,146,6
0,174,146,7
0,174,146,8
0,174,146,9
0,174,146,10
0,174,146,11
0,174,147,0
0,174,147,1
0,174,147,2
0,174,147,3
0,174,147,4
0,174,147,5
0,174,147,6
0,174,147,7
0,174,147,8
0,174,147,9
0,174,147,10
0,174,147,11
0,174,148,0
0,174,148,1
0,174,148,2
0,174,148,3
0,174,148,4
0,174,148,5
0,174,148,6
0,174,148,7
0,174,148,8
0,174,148,9
0,174,148,10
0,174,148,11
0,174,149,0
0,174,149,1
0,174,149,2
0,174,149,3
0,174,149,4
0,174,149,5
0,174,149,6
0,174,149,7
0,174,149,8
0,174,149,9
0,174,149,10
0,174,149,11
0,175,112,0
0,175,112,1
0,175,112,2
0,175,112,3
0,175,112,4
0,175,112,5
0,175,112,6
0,175,112,7
0,175,112,8
0,175,112,9
0,175,112,10
0,175,112,11
0,175,113,0
0,175,113,1
0,175,113,2
0,175,113,3
0,175,113,4
0,175,113,5
0,175,113,6
0,175,113,7
0,175,113,8
0,175,113,9
0,175,113,10
0,175,113,11
0,175,114,0
0,175,114,1
0,175,114,2
0,175,114,3
0,175,114,4
0,175,114,5
0,175,114,6
0,175,114,7
0,175,114,8
0,175,114,9
0,175,114,10
0,175,114,11
0,175,115,0
0,175,115,1
0,175,115,2
0,175,115,3
0,175,115,4
0,175,115,5
0,175,115,6
0,175,115,7
0,175,115,8
0,175,115,9
0,175,115,10
0,175,115,11
0,175,116,0
0,175,116,1
0,175,116,2
0,175,116,3
0,175,116,4
0,175,116,5
0,175,116,6
0,175,116,7
0,175,116,8
0,175,116,9
0,175,116,10
0,175,116,11
0,175,117,0
0,175,117,1
0,175,117,2
0,175,117,3
0,175,117,4
0,175,117,5
0,175,117,6
0,175,117,7
0,175,117,8
0,175,117,9
0,175,117,10
0,175,117,11
0,175,118,0
0,175,118,1
0,175,118,2
0,175,118,3
0,175,118,4
0,175,118,5
0,175,118,6
0,175,118,7
0,175,118,8
0,175,118,9
0,175,118,10
0,175,118,11
0,175,119,0
0,175,119,1
0,175,119,2
0,175,119,3
0,175,119,4
0,175,119,5
0,175,119,6
0,175,119,7
0,175,119,8
0,175,119,9
0,175,119,10
0,175,119,11
0,175,120,0
0,175,120,1
0,175,120,2
0,175,120,3
0,175,120,4
0,175,120,5
0,175,120,6
0,175,120,7
0,175,120,8
0,175,120,9
0,175,120,10
0,175,120,11
0,175,121,0
0,175,121,1
0,175,121,2
0,175,121,3
0,175,121,4
0,175,121,5
0,175,121,6
0,175,121,7
0,175,121,8
0,175,121,9
0,175,121,10
0,175,121,11
0,175,122,0
0,175,122,1
0,175,122,2
0,175,122,3
0,175,122,4
0,175,122,5
0,175,122,6
0,175,122,7
0,175,122,8
0,175,122,9
0,175,122,10
0,175,122,11
0,175,123,0
0,175,123,1
0,175,123,2
0,175,123,3
0,175,123,4
0,175,123,5
0,175,123,6
0,175,123,7
0,175,123,8
0,175,123,9
0,175,123,10
0,175,123,11
0,175,124,0
0,175,124,1
0,175,124,2
0,175,124,3
0,175,124,4
0,175,124,5
0,175,124,6
0,175,124,7
0,175,124,8
0,175,124,9
0,175,124,10
0,175,124,11
0,175,125,0
0,175,125,1
0,175,125,2
0,175,125,3
0,175,125,4
0,175,125,5
0,175,125,6
0,175,125,7
0,175,125,8
0,175,125,9
0,175,125,10
0,175,125,11
0,175,126,0
0,175,126,1
0,175,126,2
0,175,126,3
0,175,126,4
0,175,126,5
0,175,126,6
0,175,126,7
0,175,126,8
0,175,126,9
0,175,126,10
0,175,126,11
0,175,127,0
0,175,127,1
0,175,127,2
0,175,127,3
0,175,127,4
0,175,127,5
0,175,127,6
0,175,127,7
0,175,127,8
0,175,127,9
0,175,127,10
0,175,127,11
0,175,128,0
0,175,128,1
0,175,128,2
0,175,128,3
0,175,128,4
0,175,128,5
0,175,128,6
0,175,128,7
0,175,128,8
0,175,128,9
0,175,128,10
0,175,128,11
0,175,129,0
0,175,129,1
0,175,129,2
0,175,129,3
0,175,129,4
0,175,129,5
0,175,129,6
0,175,129,7
0,175,129,8
0,175,129,9
0,175,129,10
0,175,129,11
0,175,130,0
0,175,130,1
0,175,130,2
0,175,130,3
0,175,130,4
0,175,130,5
0,175,130,6
0,175,130,7
0,175,130,8
0,175,130,9
0,175,130,10
0,175,130,11
0,175,131,0
0,175,131,1
0,175,131,2
0,175,131,3
0,175,131,4
0,175,131,5
0,175,131,6
0,175,131,7
0,175,131,8
0,175,131,9
0,175,131,10
0,175,131,11
0,175,132,0
0,175,132,1
0,175,132,2
0,175,132,3
0,175,132,4
0,175,132,5
0,175,132,6
0,175,132,7
0,175,132,8
0,175,132,9
0,175,132,10
0,175,132,11
0,175,133,0
0,175,133,1
0,175,133,2
0,175,133,3
0,175,133,4
0,175,133,5
0,175,133,6
0,175,133,7
0,175,133,8
0,175,133,9
0,175,133,10
0,175,133,11
0,175,134,0
0,175,134,1
0,175,134,2
0,175,134,3
0,175,134,4
0,175,134,5
0,175,134,6
0,175,134,7
0,175,134,8
0,175,134,9
0,175,134,10
0,175,134,11
0,175,135,0
0,175,135,1
0,175,135,2
0,175,135,3
0,175,135,4
0,175,135,5
0,175,135,6
0,175,135,7
0,175,135,8
0,175,135,9
0,175,135,10
0,175,135,11
0,175,136,0
0,175,136,1
0,175,136,2
0,175,136,3
0,175,136,4
0,175,136,5
0,175,136,6
0,175,136,7
0,175,136,8
0,175,136,9
0,175,136,10
0,175,136,11
0,175,137,0
0,175,137,1
0,175,137,2
0,175,137,3
0,175,137,4
0,175,137,5
0,175,137,6
0,175,137,7
0,175,137,8
0,175,137,9
0,175,137,10
0,175,137,11
0,175,138,0
0,175,138,1
0,175,138,2
0,175,138,3
0,175,138,4
0,175,138,5
0,175,138,6
0,175,138,7
0,175,138,8
0,175,138,9
0,175,138,10
0,175,138,11
0,175,139,0
0,175,139,1
0,175,139,2
0,175,139,3
0,175,139,4
0,175,139,5
0,175,139,6
0,175,139,7
0,175,139,8
0,175,139,9
0,175,139,10
0,175,139,11
0,175,140,0
0,175,140,1
0,175,140,2
0,175,140,3
0,175,140,4
0,175,140,5
0,175,140,6
0,175,140,7
0,175,140,8
0,175,140,9
0,175,140,10
0,175,140,11
0,175,141,0
0,175,141,1
0,175,141,2
0,175,141,3
0,175,141,4
0,175,141,5
0,175,141,6
0,175,141,7
0,175,141,8
0,175,141,9
0,175,141,10
0,175,141,11
0,175,142,0
0,175,142,1
0,175,142,2
0,175,142,3
0,175,142,4
0,175,142,5
0,175,142,6
0,175,142,7
0,175,142,8
0,175,142,9
0,175,142,10
0,175,142,11
0,175,143,0
0,175,143,1
0,175,143,2
0,175,143,3
0,175,143,4
0,175,143,5
0,175,143,6
